"zip","population","city","county"
"12035",579,"Central Bridge","Schoharie"
"12405",579,"Acra","Greene"
"12473",573,"Round Top","Greene"
"11959",571,"Quogue","Suffolk"
"13690",569,"Star Lake","St. Lawrence"
"14026",568,"Bowmansville","Erie"
"12470",564,"Purling","Greene"
"13832",563,"Plymouth","Chenango"
"13841",561,"Smithville Flats","Chenango"
"12417",559,"Connelly","Ulster"
"12444",555,"Jewett","Greene"
"12923",555,"Churubusco","Clinton"
"14748",548,"Kill Buck","Cattaraugus"
"12177",547,"Tribes Hill","Montgomery"
"14872",547,"Pine Valley","Chemung"
"12124",545,"New Baltimore","Greene"
"14816",544,"Breesport","Chemung"
"12008",542,"Alplaus","Schenectady"
"13489",538,"West Leyden","Lewis"
"12965",537,"Nicholville","St. Lawrence"
"14878",536,"Rock Stream","Yates"
"14754",533,"Little Genesee","Allegany"
"12861",530,"Putnam Station","Washington"
"12823",527,"Cossayuna","Washington"
"12174",526,"Stuyvesant Falls","Columbia"
"12187",519,"Warnerville","Schoharie"
"12432",514,"Glasco","Ulster"
"14808",514,"Atlanta","Steuben"
"13141",510,"Preble","Cortland"
"13776",507,"Gilbertsville","Otsego"
"12574",502,"Rhinecliff","Dutchess"
"12778",500,"Smallwood","Sullivan"
"14082",498,"Java Center","Wyoming"
"10517",497,"Crompond","Westchester"
"12147",495,"Rensselaerville","Albany"
"12419",495,"Cottekill","Ulster"
"13621",494,"Chase Mills","St.Lawrence"
"13155",491,"South Otselic","Chenango"
"13157",489,"Sylvan Beach","Oneida"
"14113",488,"North Java","Wyoming"
"13123",485,"North Bay","Oneida"
"12433",483,"Glenford","Ulster"
"13740",483,"Bovina Center","Delaware"
"12843",482,"Johnsburg","Warren"
"12860",480,"Pottersville","Warren"
"12760",478,"Long Eddy","Sullivan"
"13468",478,"Springfield Center","Otsego"
"14060",478,"Farmersville Station","Cattaraugus"
"13670",476,"Oswegatchie","St. Lawrence"
"13846",475,"Treadwell","Delaware"
"11042",475,"New Hyde Park","Nassau"
"13153",469,"Skaneateles Falls","Onondaga"
"13786",464,"Harpersfield","Delaware"
"13163",462,"Wampsville","Madison"
"14486",462,"Linwood","Genesee"
"12412",460,"Boiceville","Ulster"
"13687",458,"South Colton","St. Lawrence"
"11965",456,"Shelter Island Heights","Suffolk"
"13313",451,"Bridgewater","Oneida"
"12045",449,"Coeymans","Albany"
"12945",449,"Lake Clear","Franklin"
"12017",445,"Austerlitz","Columbia"
"12416",439,"Chichester","Ulster"
"13672",439,"Parishville","St. Lawrence"
"12420",436,"Cragsmoor","Ulster"
"13777",433,"Glen Aubrey","Broome"
"13756",431,"East Branch","Delaware"
"12513",431,"Claverack","Columbia"
"12085",430,"Guilderland Center","Albany"
"11947",423,"Jamesport","Suffolk"
"12936",420,"Essex","Essex"
"10933",417,"Johnson","Orange"
"13693",408,"Three Mile Bay","Jefferson"
"12480",407,"Shandaken","Ulster"
"12164",402,"Speculator","Hamilton"
"13638",401,"Felts Mills","Jefferson"
"12847",400,"Long Lake","Hamilton"
"14511",399,"Mumford","Monroe"
"14717",394,"Caneadea","Allegany"
"12749",393,"Kauneonga Lake","Sullivan"
"12743",391,"Highland Lake","Sullivan"
"11970",391,"South Jamesport","Suffolk"
"12517",391,"Copake Falls","Columbia"
"10914",391,"Blooming Grove","Orange"
"12448",387,"Lake Hill","Ulster"
"12471",384,"Rifton","Ulster"
"13659",382,"Lorraine","Jefferson"
"12439",380,"Hensonville","Greene"
"12454",380,"Maplecrest","Greene"
"13861",379,"West Oneonta","Otsego"
"12475",373,"Ruby","Ulster"
"12176",373,"Surprise","Greene"
"12410",366,"Big Indian","Ulster"
"12955",366,"Lyon Mountain","Clinton"
"13136",360,"Pitcher","Chenango"
"13614",355,"Brier Hill","St. Lawrence"
"12108",354,"Lake Pleasant","Hamilton"
"12169",353,"Stephentown","Rensselaer"
"11956",353,"New Suffolk","Suffolk"
"12851",353,"Minerva","Essex"
"12132",352,"North Chatham","Columbia"
"13410",350,"Nelliston","Montgomery"
"12411",349,"Bloomington","Ulster"
"13664",348,"Morristown","St. Lawrence"
"13435",347,"Prospect","Oneida"
"12969",347,"Owls Head","Franklin"
"12453",345,"Malden On Hudson","Ulster"
"14061",345,"Farnham","Erie"
"12852",344,"Newcomb","Essex"
"12460",340,"Oak Hill","Greene"
"14752",339,"Lily Dale","Chautauqua"
"12786",336,"White Lake","Sullivan"
"13804",332,"Masonville","Delaware"
"13312",332,"Brantingham","Lewis"
"13678",330,"Raymondville","St. Lawrence"
"13437",326,"Redfield","Oswego"
"12738",322,"Glen Wild","Sullivan"
"12071",319,"Fultonham","Schoharie"
"13483",317,"Westdale","Oneida"
"12429",314,"Esopus","Ulster"
"12943",314,"Keene Valley","Essex"
"12998",313,"Witherbee","Essex"
"12418",313,"Cornwallville","Greene"
"12064",307,"East Worcester","Otsego"
"14783",306,"Steamburg","Cattaraugus"
"10519",305,"Croton Falls","Westchester"
"12952",305,"Lyon Mountain","Clinton"
"12849",303,"Middle Granville","Washington"
"12465",301,"Pine Hill","Ulster"
"14441",301,"Dresden","Yates"
"11962",296,"Sagaponack","Suffolk"
"12752",296,"Lake Huntington","Sullivan"
"12069",294,"Fort Hunter","Montgomery"
"12844",292,"Kattskill Bay","Warren"
"12856",291,"North River","Warren"
"13117",289,"Montezuma","Cayuga"
"14475",287,"Ionia","Ontario"
"14884",284,"Swain","Allegany"
"13834",279,"Portlandville","Otsego"
"12787",278,"White Sulphur Springs","Sullivan"
"12927",276,"Cranberry Lake","St. Lawrence"
"14856",275,"Kanona","Steuben"
"12886",273,"Wevertown","Warren"
"13640",272,"Wellesley Island","Jefferson"
"12422",272,"Durham","Greene"
"13418",268,"North Brookfield","Madison"
"14874",260,"Pulteney","Steuben"
"13113",258,"Meridian","Cayuga"
"12978",258,"Redford","Clinton"
"14302",255,"Niagara Falls","Niagara"
"10535",254,"Jefferson Valley","Westchester"
"12452",253,"Lexington","Greene"
"12036",252,"Charlotteville","Schoharie"
"12767",250,"Obernburg","Sullivan"
"13675",250,"Plessis","Jefferson"
"13633",249,"De Peyster","St. Lawrence"
"12766",248,"North Branch","Sullivan"
"12770",248,"Pond Eddy","Sullivan"
"13162",248,"Verona Beach","Oneida"
"12745",247,"Hortonville","Sullivan"
"12724",246,"Callicoon Center","Sullivan"
"12195",245,"West Lebanon","Columbia"
"12855",244,"North Hudson","Essex"
"12512",244,"Chelsea","Dutchess"
"14742",244,"Greenhurst","Chautauqua"
"13087",243,"Little York","Cortland"
"12808",243,"Adirondack","Warren"
"12961",243,"Moriah Center","Essex"
"12781",242,"Summitville","Sullivan"
"12987",242,"Upper Jay","Essex"
"13494",240,"Woodgate","Oneida"
"13666",240,"Newton Falls","St. Lawrence"
"14708",239,"Alma","Allegany"
"13115",238,"Minetto","Oswego"
"13636",237,"Ellisburg","Jefferson"
"12819",236,"Clemons","Washington"
"12042",233,"Climax","Greene"
"12750",233,"Kenoza Lake","Sullivan"
"13314",232,"Brookfield","Madison"
"14130",231,"Pike","Wyoming"
"12769",229,"Phillipsport","Sullivan"
"13342",229,"Garrattsville","Otsego"
"12976",228,"Rainbow Lake","Franklin"
"14545",227,"Scottsburg","Livingston"
"13103",226,"Mallory","Oswego"
"13806",224,"Meridale","Delaware"
"13364",222,"Leonardsville","Madison"
"11430",220,"Jamaica","Queens"
"12975",217,"Port Kent","Essex"
"13784",215,"Harford","Cortland"
"12812",214,"Blue Mountain Lake","Hamilton"
"14722",214,"Chautauqua","Chautauqua"
"13628",211,"Deferiet","Jefferson"
"12507",210,"Barrytown","Dutchess"
"12421",207,"Denver","Delaware"
"12483",205,"Spring Glen","Ulster"
"13305",204,"Beaver Falls","Lewis"
"12165",200,"Spencertown","Columbia"
"13064",198,"Fair Haven","Oswego"
"13301",198,"Alder Creek","Oneida"
"13774",198,"Fishs Eddy","Delaware"
"13441",197,"Rome","Oneida"
"14588",191,"Willard","Seneca"
"13674",191,"Pierrepont Manor","Jefferson"
"13751",189,"Davenport Center","Delaware"
"14736",188,"Findley Lake","Chautauqua"
"13134",187,"Peterboro","Madison"
"12172",187,"Stottville","Columbia"
"12424",185,"East Jewett","Greene"
"12161",183,"South Bethlehem","Albany"
"12436",182,"Haines Falls","Greene"
"14041",180,"Dayton","Cattaraugus"
"14732",180,"Ellington","Chautauqua"
"12741",175,"Hankins","Sullivan"
"12459",174,"New Kingston","Delaware"
"12031",174,"Carlisle","Schoharie"
"13484",174,"West Eaton","Madison"
"12874",173,"Silver Bay","Warren"
"13639",172,"Fine","St. Lawrence"
"13341",171,"Franklin Springs","Oneida"
"11975",170,"Wainscott","Suffolk"
"14173",166,"Yorkshire","Cattaraugus"
"12493",163,"West Park","Ulster"
"14721",160,"Ceres","Allegany"
"14537",160,"Port Gibson","Ontario"
"13692",155,"Thousand Island Park","Jefferson"
"12939",155,"Gabriels","Franklin"
"13695",152,"Wanakena","St. Lawrence"
"14881",151,"Slaterville Springs","Tompkins"
"13345",150,"Greig","Lewis"
"10985",149,"Thompson Ridge","Orange"
"12841",148,"Huletts Landing","Washington"
"12725",147,"Claryville","Sullivan"
"13845",147,"Tioga Center","Tioga"
"14827",146,"Coopers Plains","Steuben"
"12435",144,"Greenfield Park","Ulster"
"12139",142,"Piseco","Hamilton"
"14479",140,"Knowlesville","Orleans"
"12450",139,"Lanesville","Greene"
"14774",137,"Richburg","Allegany"
"13051",135,"Delphi Falls","Onondaga"
"13360",134,"Inlet","Hamilton"
"13404",130,"Martinsburg","Lewis"
"12407",129,"Ashland","Greene"
"13362",129,"Knoxboro","Oneida"
"14035",127,"Collins Center","Erie"
"12441",125,"Highmount","Ulster"
"14415",124,"Bellona","Yates"
"12194",122,"West Fulton","Schoharie"
"13138",121,"Pompey","Onondaga"
"14112",118,"North Evans","Erie"
"10545",115,"Maryknoll","Westchester"
"13651",112,"Henderson Harbor","Jefferson"
"10953",112,"Mountainville","Orange"
"12720",109,"Bethel","Sullivan"
"12811",108,"Bakers Mills","Warren"
"12858",107,"Paradox","Essex"
"12792",106,"Yulan","Sullivan"
"10503",106,"Ardsley On Hudson","Westchester"
"12973",104,"Piercefield","St. Lawrence"
"13488",103,"Westford","Otsego"
"13124",99,"North Pitcher","Chenango"
"13859",99,"Wells Bridge","Otsego"
"14134",99,"Sardinia","Erie"
"14169",99,"Wales Center","Erie"
"12131",98,"North Blenheim","Schoharie"
"10279",96,"New York City","New York"
"14135",95,"Sheridan","Chautauqua"
"12872",91,"Severance","Essex"
"10975",91,"Southfields","Orange"
"12492",90,"West Kill","Greene"
"12736",90,"Fremont Center","Sullivan"
"14707",90,"Allentown","Allegany"
"13647",89,"Hannawa Falls","St. Lawrence"
"12040",87,"Cherry Plain","Rensselaer"
"13696",87,"West Stockholm","St. Lawrence"
"13450",85,"Roseboom","Otsego"
"12495",85,"Willow","Ulster"
"11931",84,"Aquebogue","Suffolk"
"14542",80,"Rose","Wayne"
"13472",79,"Thendara","Herkimer"
"10915",79,"Bullville","Orange"
"13020",75,"Apulia Station","Onondaga"
"13794",75,"Killawog","Broome"
"12742",74,"Harris","Sullivan"
"13102",74,"Mc Lean","Tompkins"
"12964",67,"New Russia","Essex"
"14549",65,"Silver Lake","Wyoming"
"11770",65,"Ocean Beach","Suffolk"
"12933",65,"Ellenburg","Clinton"
"13331",61,"Eagle Bay","Herkimer"
"12089",61,"Hoosick","Rensselaer"
"6390",61,"Fishers Island","Suffolk"
"14539",60,"Retsof","Livingston"
"12115",59,"Malden Bridge","Columbia"
"12924",59,"Keeseville","Clinton"
"13847",58,"Trout Creek","Delaware"
"14039",57,"Dale","Wyoming"
"14585",50,"West Bloomfield","Ontario"
"14592",48,"York","Livingston"
"12530",47,"Hollowville","Columbia"
"10932",47,"Howells","Orange"
"13436",42,"Raquette Lake","Hamilton"
"11424",40,"Jamaica","Queens"
"12490",39,"West Camp","Ulster"
"13641",38,"Fishers Landing","Jefferson"
"13062",37,"Etna","Tompkins"
"11973",37,"Upton","Suffolk"
"10979",36,"Sterling Forest","Orange"
"12784",36,"Thompsonville","Sullivan"
"13333",35,"East Springfield","Otsego"
"12922",32,"Childwold","St. Lawrence"
"13643",30,"Great Bend","Jefferson"
"14168",29,"Versailles","Cattaraugus"
"14756",28,"Maple Springs","Chautauqua"
"14788",28,"Westons Mills","Cattaraugus"
"13415",25,"New Lisbon","Otsego"
"13860",22,"West Davenport","Delaware"
"12722",21,"Burlingham","Sullivan"
"13353",17,"Hoffmeister","Hamilton"
"14854",14,"Jacksonville","Tompkins"
"12864",13,"Sabael","Hamilton"
"13475",13,"Van Hornesville","Herkimer"
"13623",13,"Chippewa Bay","St. Lawrence"
"14529",12,"Perkinsville","Steuben"
"13352",10,"Hinckley","Oneida"
"12007",10,"Alcove","Albany"
"13677",6,"Pyrites","St. Lawrence"
"10020",0,"New York City","New York"
"10103",0,"New York City","New York"
"10110",0,"New York City","New York"
"10111",0,"New York City","New York"
"10112",0,"New York City","New York"
"10115",0,"New York City","New York"
"10119",0,"New York City","New York"
"10152",0,"New York City","New York"
"10153",0,"New York City","New York"
"10154",0,"New York City","New York"
"10165",0,"New York City","New York"
"10167",0,"New York City","New York"
"10168",0,"New York City","New York"
"10169",0,"New York City","New York"
"10170",0,"New York City","New York"
"10171",0,"New York City","New York"
"10172",0,"New York City","New York"
"10910",0,"Arden","Orange"
"10911",0,"Bear Mountain","Rockland"
"11451",0,"Jamaica","Queens"
"11556",0,"Uniondale","Nassau"
"11351",0,"Flushing","Queens"
"11359",0,"Bayside","Queens"
"11371",0,"Flushing","Queens"
"11425",0,"Jamaica","Queens"
"10173",0,"New York City","New York"
"10174",0,"New York City","New York"
"10177",0,"New York City","New York"
"10199",0,"New York City","New York"
"10271",0,"New York City","New York"
"10278",0,"New York City","New York"
"10311",0,"Staten Island","Richmond"
"13290",0,"Syracuse","Onondaga"
"12862",0,"Riparius","Warren"
"12911",0,"Keeseville","Clinton"
"13826",0,"Ouaquaga","Broome"
"14893",0,"Wayne","Schuyler"
"12527",0,"Glenham","Dutchess"
"12438",0,"Halcottsville","Delaware"
"12024",0,"Brainard","Rensselaer"
